epoch,train_loss,train_dice,train_iou,train_acc,train_pre,train_rec,train_f1,val_loss,val_dice,val_iou,val_acc,val_pre,val_rec,val_f1
1,0.9534465241111088,0.04276167312856475,0.013053828006083465,0.8803593682921695,0.029263710774017203,0.1090050580901931,0.042770761121628864,0.9780612858136495,0.02732518456876278,0.007380714702109496,0.9611920468012491,0.021520150651534398,0.03920959326128165,0.027232604995369912
2,0.808170391654326,0.20320250023695757,0.05838860180040802,0.8804635056341538,0.16064364999934078,0.48750786106995864,0.20358609902336944,0.9165250372886657,0.08470846722523372,0.037498964915672936,0.8832661207516989,0.047774155537287394,0.3946375064055125,0.08471976031859715
3,0.7151849388273477,0.28865673761777205,0.0757900279278707,0.9569425141369855,0.2588476765436757,0.3890831785571294,0.28905601593781804,0.8518534286816914,0.1341704217592875,0.05346568832794825,0.9861758899688721,0.46851057569185894,0.07891265948613485,0.13433922032515208
4,0.6283027708329737,0.3759786814752251,0.21192521900440306,0.962237004880552,0.3492389747791419,0.5099095443282464,0.3763056385396707,0.7009580556551616,0.3092661106586456,0.20841609001159667,0.9603527196248373,0.20644230941931407,0.632413341999054,0.30967456777890523
5,0.4744880502472823,0.5316823391801981,0.31006824448453857,0.9759539167086283,0.5044908884799841,0.6015471972600378,0.5323842644490778,0.5010987321535746,0.5046507501602173,0.32469666441281636,0.9855352799097697,0.4759002975622813,0.5409877999623617,0.5050764020284016
6,0.40769006226600624,0.5972852022559555,0.3559279663594885,0.9795992874135875,0.576011674372034,0.6375031053819239,0.5981661085327867,0.4871271308263143,0.521513827641805,0.3589304622014364,0.9844633769989014,0.4517957059542338,0.6198807922999064,0.5224638772010803
7,0.3864410880840186,0.6191411255184649,0.38487107775829454,0.9816650242516489,0.5840564617002854,0.6691966626780603,0.620394943539141,0.43895801782608035,0.5663331508636474,0.38169400016466776,0.9867234158515931,0.5118615023295084,0.638240966796875,0.5675393342971802
8,0.33504976969375355,0.6697285594763579,0.41155456422956704,0.9840690886934197,0.6383094016951744,0.712248703245362,0.6712260952702275,0.42256845712661745,0.5830731129646302,0.4011783885955811,0.9878748583793641,0.5501806457837423,0.625121393998464,0.5845653740564982
9,0.32543316975185765,0.6802019260146401,0.4307827499980477,0.9850288802124434,0.6427572321410131,0.7313341693043307,0.6819046219992718,0.4338126095136007,0.5743009908994039,0.39471364974975587,0.9894268194834391,0.6372702383995056,0.5279502216974894,0.5763933912913004
10,0.3078170288291443,0.6978844735357497,0.4435806489151335,0.9858211194626009,0.665818214817882,0.7409322287899878,0.6997489923178547,0.40599897305170696,0.6010842124621073,0.41981449484825134,0.988778886795044,0.583966991106669,0.625362913608551,0.6031314078966776
