epoch,train_loss,train_dice,train_iou,train_acc,train_pre,train_rec,train_f1,val_loss,val_dice,val_iou,val_acc,val_pre,val_rec,val_f1
1,0.9532890230417251,0.028663696752240262,0.014501635124906898,0.5451286286115646,0.015505907513822118,0.24116792033116022,0.02906567755465706,0.9402453660964966,0.06946167101462682,0.03487672805786133,0.4809615989526113,0.03721520118415356,0.6172332922617595,0.07003215874234835
2,0.7106145779291789,0.3445753908716142,0.23707557486680647,0.782466463247935,0.28187961663740374,0.8457750496764977,0.34724877597764137,0.9838713685671489,0.00837949662624548,0.003669588334742002,0.9686129887898763,0.96552627881368,0.004177376523148269,0.008306269186626499
3,0.26500091751416527,0.7384076207876206,0.5503317698836326,0.9851346492767334,0.7377717057863872,0.7684171388546626,0.744436863064766,0.9954015254974365,0.0029830104079640782,0.001044523711607326,0.9685313264528911,0.9944385925928751,0.00149017897201702,0.0029734081462568914
4,0.22803394695123036,0.7736234108606974,0.5884843955437342,0.9873269081115723,0.7794908126195271,0.7927602638800939,0.7803764323393504,0.5643132766087849,0.4362223009268443,0.21176986495653788,0.9769298871358235,0.9388650377591451,0.2864828556776047,0.43649801015853884
5,0.20122649669647216,0.8000486304362615,0.6170369063814481,0.9888018727302551,0.7970729271570841,0.8250320076942443,0.8071751644213995,0.673189389705658,0.3258153925339381,0.13681804488102595,0.9746572097142537,0.9671106457710266,0.19864998360474903,0.32529622316360474
6,0.18607203265031177,0.8151369174321492,0.6374038358529409,0.9898376742998759,0.8163942843675613,0.8362706979115804,0.8225597858428955,0.546266774336497,0.4532498449087143,0.19451209406057993,0.9780810793240865,0.9747679948806762,0.3016729940970739,0.45195773740609485
7,0.16883842845757802,0.8322285066048304,0.6614344269037247,0.9908994952837626,0.8391389111677806,0.8480507840712865,0.839873484770457,0.18127458890279133,0.8195539832115173,0.5988487641016642,0.9895371913909912,0.8512955864270528,0.8014702995618185,0.8249326825141907
8,0.15540806452433267,0.8455823173125585,0.6841454058885574,0.9916071305672328,0.8479256530602773,0.8660400450229645,0.8537097056706746,0.31267317533493044,0.6882297436396281,0.439228759209315,0.9850745638211568,0.9537033557891845,0.5452972869078319,0.6905991077423096
9,0.14636335770289102,0.8546175648768742,0.6990447829167048,0.9922258764505386,0.8601624757051468,0.8705473621686299,0.8631754577159881,0.17106762329737346,0.8299365997314453,0.6268140435218811,0.990611716111501,0.9051582852999369,0.7777329762776692,0.8360397259394328
10,0.14062952597935993,0.8602628658215205,0.7078760226567586,0.9925633410612742,0.8661471307277679,0.8769191682338715,0.8689271301031113,0.1403839906056722,0.8604774951934815,0.7003780921300252,0.9919453660647074,0.8742471297581991,0.8631815433502197,0.8682536363601685
