epoch,train_loss,train_dice,train_iou,train_acc,train_pre,train_rec,train_f1,val_loss,val_dice,val_iou,val_acc,val_pre,val_rec,val_f1
1,0.9471786022186279,0.05449300659820437,0.02747789993882179,0.4184061134854952,0.028563664574176074,0.701020888487498,0.05475482263912757,0.9350506424903869,0.06628715122739474,0.03310477510094643,0.3690470278263092,0.034941263993581134,0.7262026111284892,0.06655790731310844
2,0.5635415683190028,0.44689364557464917,0.2094974676767985,0.9369191418091456,0.43248604629188775,0.5781574594477813,0.4484424988428752,0.32746570110321044,0.6833388368288676,0.4187080721060435,0.9790241479873657,0.6400948643684388,0.7515007774035136,0.6870498577753703
3,0.28991337517897287,0.7172120327750842,0.45873402009407677,0.986525313059489,0.7120609804987907,0.7494372988740603,0.7220080365737279,0.24764917691548666,0.7583883007367452,0.4833051323890686,0.9865403413772583,0.8322902123133341,0.7067694425582886,0.763596244653066
4,0.23789424697558084,0.7672846525907516,0.5277779350678126,0.9891172379255295,0.7594392736752827,0.7942474822203318,0.7735971132914226,0.23057982921600342,0.7746014475822449,0.5360536833604177,0.9867366671562194,0.788410500685374,0.7753745953241984,0.7807187994321187
5,0.2234404653310776,0.780719464023908,0.5509585946798324,0.9898189693689347,0.7708472301562627,0.809551273783048,0.7876981606086095,0.2045871138572693,0.7996339162190755,0.5724598785241445,0.9882039586702983,0.8088855703671773,0.8053831299146016,0.8064390142758687
6,0.20461743076642355,0.7991028189659118,0.5780629386504491,0.9906816224257151,0.7906061251958211,0.8282521148522695,0.8067209849754969,0.19866276582082112,0.8046261469523112,0.5885850032170613,0.9879972894986471,0.7825526158014934,0.8444204409917195,0.8117927789688111
7,0.19821412563323976,0.8049567898114522,0.589240821202596,0.9910363018512726,0.7987446794907253,0.8323401937882106,0.812949291865031,0.19986725250879925,0.8028186718622844,0.5948515852292379,0.9872428615887959,0.7474838097890218,0.8855685273806254,0.8100666324297587
8,0.1898706942796707,0.8132659713427226,0.6041558106740316,0.991483332713445,0.8057603985071182,0.8407142947117487,0.8216780424118042,0.18380170663197834,0.8195882519086202,0.6026963790257772,0.9895708998044331,0.8363107045491537,0.8195788502693176,0.8273788889249166
9,0.1829041083653768,0.8201118141412735,0.6134546180566152,0.991785192489624,0.8143916517496109,0.8464361359675725,0.8289436330397923,0.18837300539016724,0.8153072834014893,0.6003056605656941,0.9895229657491048,0.8494655847549438,0.7989948670069377,0.8229317545890809
10,0.17785442968209583,0.8250791599353154,0.6200278103351593,0.9920367707808813,0.8211103816827138,0.8492979774872462,0.8340699901183446,0.17832067012786865,0.8249722401301066,0.6192340811093648,0.9898561755816142,0.8352391997973124,0.8321043093999226,0.8332721590995789
