epoch,train_loss,train_dice,train_iou,train_acc,train_pre,train_rec,train_f1,val_loss,val_dice,val_iou,val_acc,val_pre,val_rec,val_f1
1,0.8971928364730307,0.10449005191912875,0.05061819339087898,0.5356557217559644,0.05942655071183773,0.49169532522293075,0.10530189837196044,0.8873734112296786,0.1212477212372635,0.0641270982700267,0.5297706925443241,0.06865625658870808,0.5763296625976052,0.12212203576096467
2,0.3040498609521559,0.6993040957521381,0.4917914345860481,0.9607057158303048,0.6682215359510987,0.7539408627365317,0.7013730850968776,0.24446197652391025,0.7576211424810546,0.5611838384398392,0.9719575957528183,0.7276829560952527,0.7983711468321937,0.7601668174777713
3,0.2418997125434024,0.7598890052842242,0.5611750234051475,0.9728127517072218,0.7388895064858454,0.7915004595581975,0.7622165392552104,0.2303368662084852,0.7714349978736469,0.5669999000217233,0.9752269483038357,0.7887825220823288,0.7607749019350324,0.7733907806021827
4,0.22449645626225642,0.7769892916881612,0.5833584403486124,0.9749147213463273,0.7588498806580901,0.8055284520877259,0.7793947627235737,0.215421374887228,0.7861544234412057,0.5907254876302821,0.9768770230667931,0.8030682248728616,0.7760030339871135,0.7883325506533895
5,0.20844872907868453,0.7929261184430548,0.6053055769630841,0.9768799274627652,0.7772804827296308,0.8175972938271505,0.7953789669222066,0.20674237236380577,0.7946712954768113,0.5981491852019515,0.9777243121394089,0.8093766468976226,0.7860098406672478,0.79654457579766
6,0.19517555460333824,0.8061597779659289,0.6241098341665098,0.9784808957151004,0.7926168561513934,0.8282297141849995,0.8086574263870716,0.21046587452292442,0.7906067366046565,0.6020222029515675,0.9760929266256946,0.7630438139396054,0.8275595456361771,0.7931533317480769
7,0.1851039141682642,0.816176877756204,0.6389189210853407,0.9797019021851676,0.804565507386412,0.8358793153560587,0.8186862190653171,0.1917318387755326,0.8093272341149194,0.6323402316442558,0.9788232115762574,0.8012257553637028,0.8246096149086952,0.8120943478175572
8,0.1705922938085028,0.830696228625519,0.6599055910483003,0.9813967018521258,0.8217830100495901,0.847188730857202,0.8332968423409122,0.18073986896446773,0.820376099220344,0.6423983584557261,0.9802094288170338,0.8181264059884208,0.828942455883537,0.8228479171437877
9,0.1542432407981583,0.8470410600836787,0.6857101672462055,0.9832622348996145,0.8408567888130035,0.8602348091080785,0.8497146925489817,0.17127839688743865,0.8298573781337056,0.6558542150471892,0.9813749646501881,0.8327501676976681,0.8330087565949985,0.8322749537016664
10,0.1423021988677127,0.8590404802401151,0.7053591823205352,0.9846996514658842,0.8553661561704108,0.8694815216585994,0.8618082708812186,0.16378583971943175,0.8374127170869282,0.6691231972404889,0.9823696607989925,0.8468563333153725,0.8340987424765315,0.8397545553743839
11,0.12947072314896754,0.8719397993492228,0.7259824588628752,0.9861272577462452,0.8705364859529904,0.8800539077658739,0.8748187217861414,0.153733208243336,0.8474265044288976,0.6903634337442262,0.9833607577851841,0.8490949454052108,0.852418092744691,0.8502168048705373
12,0.11793895850756339,0.8835657799084272,0.7463346405753067,0.9874839829280972,0.8846651383542589,0.8894413978393588,0.8866606248276574,0.14520111041409628,0.855932497552463,0.7064129364277635,0.9842595122754574,0.8529862820037774,0.8663826095206397,0.8591412476130894
